id,father_height,mother_height,boy_dummy,child_height
872,1.76,1.65,1,1.75
873,1.79,1.62,0,1.67
874,1.74,1.69,0,1.68
875,1.78,1.65,1,1.77
876,1.64,1.61,1,1.72
877,1.72,1.6,1,1.75
878,1.7,1.61,1,1.73
879,1.69,1.66,1,1.74
880,1.82,1.73,0,1.71
881,1.66,1.57,1,1.71
882,1.72,1.56,0,1.63
883,1.68,1.64,0,1.64
884,1.78,1.62,1,1.76
885,1.72,1.64,0,1.65
886,1.7,1.6,0,1.62
887,1.72,1.58,1,1.75
888,1.74,1.64,0,1.66
889,1.76,1.62,1,1.76
890,1.65,1.6,1,1.73
891,1.77,1.64,0,1.66
892,1.68,1.64,1,1.74
893,1.71,1.68,0,1.66
894,1.72,1.57,0,1.62
895,1.76,1.65,1,1.77
896,1.69,1.65,0,1.66
897,1.67,1.64,1,1.73
898,1.71,1.58,0,1.61
899,1.76,1.56,0,1.65
900,1.73,1.62,0,1.65
901,1.71,1.63,0,1.65
902,1.71,1.63,1,1.74
903,1.72,1.58,1,1.74
904,1.77,1.65,1,1.75
905,1.71,1.7,1,1.75
906,1.72,1.65,0,1.66
907,1.77,1.59,0,1.64
908,1.77,1.68,0,1.67
909,1.75,1.66,0,1.66
910,1.89,1.63,0,1.68
911,1.8,1.68,1,1.79
912,1.8,1.67,1,1.78
913,1.75,1.66,1,1.76
914,1.74,1.65,1,1.75
915,1.74,1.63,1,1.75
916,1.75,1.67,0,1.68
917,1.71,1.59,0,1.64
918,1.8,1.66,1,1.76
919,1.73,1.57,0,1.63
920,1.62,1.65,0,1.65
921,1.74,1.64,0,1.67
922,1.71,1.62,0,1.65
923,1.75,1.62,1,1.76
924,1.66,1.64,0,1.65
925,1.77,1.64,1,1.75
926,1.73,1.63,0,1.65
927,1.73,1.69,1,1.76
928,1.72,1.62,1,1.74
929,1.69,1.66,0,1.64
930,1.8,1.63,0,1.67
931,1.75,1.6,0,1.66
932,1.61,1.69,0,1.64
933,1.7,1.57,1,1.73
934,1.73,1.64,1,1.76
935,1.76,1.46,0,1.59
936,1.77,1.59,0,1.65
937,1.76,1.67,1,1.75
938,1.73,1.57,0,1.64
939,1.76,1.59,1,1.72
940,1.79,1.61,0,1.65
941,1.78,1.62,1,1.78
942,1.73,1.65,1,1.75
943,1.69,1.63,1,1.73
944,1.69,1.55,0,1.63
945,1.69,1.67,0,1.66
946,1.72,1.61,0,1.65
947,1.74,1.73,0,1.69
948,1.73,1.64,1,1.75
949,1.85,1.7,1,1.78
950,1.7,1.68,0,1.68
951,1.76,1.64,1,1.75
952,1.7,1.66,1,1.74
953,1.73,1.61,0,1.63
954,1.7,1.64,1,1.74
955,1.9,1.52,0,1.65
956,1.71,1.59,1,1.75
957,1.63,1.56,1,1.69
958,1.68,1.64,0,1.64
959,1.78,1.63,1,1.77
960,1.72,1.67,1,1.77
961,1.7,1.55,0,1.6
962,1.78,1.52,0,1.62
963,1.71,1.62,1,1.73
964,1.77,1.65,1,1.75
965,1.75,1.58,0,1.64
966,1.78,1.69,0,1.67
967,1.68,1.62,0,1.63
968,1.72,1.66,1,1.76
969,1.71,1.61,1,1.74
970,1.8,1.56,1,1.76
971,1.74,1.64,0,1.66
972,1.73,1.53,0,1.62
973,1.71,1.62,0,1.64
974,1.7,1.65,0,1.64
975,1.67,1.65,1,1.72
976,1.73,1.71,0,1.65
977,1.67,1.6,1,1.72
978,1.81,1.71,1,1.8
979,1.72,1.6,1,1.74
980,1.69,1.66,1,1.75
981,1.77,1.56,1,1.76
982,1.67,1.69,0,1.65
983,1.69,1.58,1,1.74
984,1.75,1.58,0,1.64
985,1.81,1.62,1,1.77
986,1.66,1.66,0,1.66
987,1.71,1.64,1,1.74
988,1.73,1.61,1,1.74
989,1.71,1.55,1,1.73
990,1.75,1.52,1,1.74
991,1.76,1.58,1,1.76
992,1.74,1.65,0,1.67
993,1.75,1.69,1,1.78
994,1.68,1.59,0,1.62
995,1.75,1.67,0,1.65
996,1.74,1.64,0,1.63
997,1.81,1.7,1,1.77
998,1.7,1.67,0,1.66
999,1.68,1.61,0,1.63
1000,1.74,1.58,1,1.75
1001,1.79,1.62,1,1.75
1002,1.8,1.6,0,1.65
1003,1.71,1.61,1,1.75
1004,1.76,1.71,0,1.67
1005,1.76,1.6,1,1.75
1006,1.79,1.63,0,1.64
1007,1.74,1.58,1,1.73
1008,1.75,1.61,0,1.64
1009,1.66,1.71,0,1.67
1010,1.84,1.66,1,1.79
1011,1.8,1.59,1,1.77
1012,1.74,1.63,0,1.64
1013,1.75,1.54,0,1.63
1014,1.68,1.63,1,1.73
1015,1.68,1.6,1,1.73
1016,1.73,1.61,1,1.75
1017,1.8,1.64,1,1.77
1018,1.8,1.63,0,1.66
1019,1.79,1.51,0,1.62
1020,1.71,1.65,0,1.68
1021,1.74,1.66,0,1.65
1022,1.75,1.7,1,1.79
1023,1.69,1.66,1,1.74
1024,1.77,1.57,0,1.63
1025,1.82,1.59,0,1.65
1026,1.79,1.67,0,1.69
1027,1.78,1.6,1,1.78
1028,1.73,1.65,1,1.75
1029,1.73,1.59,0,1.64
1030,1.78,1.62,0,1.66
1031,1.75,1.62,1,1.75
1032,1.72,1.68,0,1.66
1033,1.76,1.62,1,1.76
1034,1.72,1.56,1,1.73
1035,1.71,1.63,0,1.66
1036,1.67,1.67,1,1.74
1037,1.72,1.63,1,1.75
1038,1.71,1.63,1,1.75
1039,1.69,1.58,1,1.72
1040,1.78,1.7,1,1.77
1041,1.64,1.63,0,1.65
1042,1.71,1.66,1,1.77
1043,1.76,1.64,1,1.77
1044,1.8,1.65,0,1.65
1045,1.76,1.65,0,1.66
1046,1.72,1.67,1,1.75
1047,1.7,1.63,1,1.74
1048,1.74,1.61,0,1.66
1049,1.66,1.61,0,1.64
1050,1.79,1.68,0,1.67
1051,1.75,1.62,0,1.65
1052,1.73,1.59,0,1.65
1053,1.8,1.65,0,1.68
1054,1.73,1.57,1,1.74
1055,1.67,1.57,0,1.62
1056,1.74,1.6,1,1.74
1057,1.66,1.57,0,1.61
1058,1.75,1.66,1,1.76
1059,1.7,1.62,1,1.74
1060,1.72,1.63,1,1.73
1061,1.74,1.6,1,1.77
1062,1.66,1.65,1,1.73
1063,1.79,1.55,0,1.66
1064,1.71,1.67,0,1.65
1065,1.7,1.59,1,1.73
1066,1.74,1.61,0,1.66
1067,1.67,1.68,0,1.66
1068,1.71,1.61,0,1.64
1069,1.72,1.68,0,1.66
1070,1.68,1.65,1,1.74
1071,1.71,1.62,0,1.65
1072,1.67,1.59,1,1.72
1073,1.79,1.57,0,1.63
1074,1.79,1.61,1,1.76
1075,1.75,1.63,0,1.65
1076,1.76,1.64,1,1.76
1077,1.8,1.62,0,1.67
1078,1.8,1.66,0,1.68
1079,1.76,1.67,1,1.76
1080,1.74,1.67,0,1.65
1081,1.74,1.67,1,1.77
1082,1.65,1.59,0,1.62
1083,1.73,1.61,1,1.74
1084,1.72,1.61,1,1.73
1085,1.63,1.62,1,1.71
1086,1.66,1.64,0,1.64
1087,1.74,1.63,0,1.66
1088,1.72,1.58,1,1.75
1089,1.69,1.63,0,1.64
1090,1.77,1.62,1,1.77
1091,1.75,1.6,0,1.64
1092,1.77,1.65,0,1.67
1093,1.73,1.69,1,1.77
1094,1.69,1.68,1,1.74
1095,1.78,1.56,1,1.77
1096,1.8,1.55,0,1.64
1097,1.72,1.58,0,1.63
1098,1.72,1.69,0,1.67
1099,1.7,1.66,0,1.65
1100,1.68,1.63,0,1.66
1101,1.7,1.61,0,1.65
1102,1.69,1.59,0,1.63
1103,1.78,1.56,1,1.76
1104,1.77,1.63,1,1.77
1105,1.76,1.66,0,1.66
1106,1.65,1.65,0,1.64
1107,1.73,1.59,1,1.75
1108,1.83,1.66,1,1.79
1109,1.68,1.62,0,1.64
1110,1.75,1.63,1,1.77
1111,1.73,1.61,1,1.75
1112,1.79,1.64,1,1.77
1113,1.76,1.6,0,1.63
1114,1.69,1.64,0,1.65
1115,1.71,1.59,0,1.62
1116,1.73,1.64,0,1.66
1117,1.69,1.6,0,1.63
1118,1.67,1.67,0,1.63
1119,1.72,1.65,0,1.67
1120,1.68,1.57,1,1.72
1121,1.66,1.62,1,1.74
1122,1.7,1.68,1,1.74
1123,1.75,1.58,1,1.75
1124,1.65,1.62,0,1.64
1125,1.68,1.66,0,1.63
1126,1.84,1.66,1,1.79
1127,1.79,1.6,0,1.65
1128,1.73,1.68,1,1.75
1129,1.67,1.67,1,1.75
1130,1.7,1.55,1,1.73
1131,1.74,1.66,0,1.67
1132,1.76,1.68,0,1.68
1133,1.79,1.58,1,1.76
1134,1.77,1.61,0,1.64
1135,1.73,1.5,1,1.72
1136,1.78,1.63,1,1.77
1137,1.74,1.68,1,1.76
1138,1.81,1.69,1,1.79
1139,1.72,1.63,0,1.64
1140,1.74,1.62,1,1.76
1141,1.69,1.64,0,1.66
1142,1.67,1.54,1,1.7
1143,1.73,1.53,1,1.73
1144,1.75,1.73,0,1.67
1145,1.75,1.62,1,1.75
1146,1.75,1.71,0,1.67
1147,1.77,1.62,0,1.66
1148,1.69,1.6,0,1.63
1149,1.68,1.66,1,1.74
1150,1.77,1.7,1,1.77
1151,1.78,1.7,1,1.78
1152,1.68,1.64,1,1.77
1153,1.7,1.61,0,1.66
1154,1.67,1.65,0,1.65
1155,1.7,1.63,1,1.75
1156,1.71,1.62,1,1.75
1157,1.76,1.53,0,1.63
1158,1.82,1.64,0,1.66
1159,1.82,1.63,1,1.76
1160,1.7,1.67,0,1.66
1161,1.74,1.68,1,1.77
1162,1.77,1.64,1,1.78
1163,1.8,1.55,0,1.63
1164,1.7,1.67,1,1.74
1165,1.68,1.65,0,1.65
1166,1.68,1.58,0,1.62
1167,1.68,1.57,1,1.71
1168,1.68,1.59,1,1.72
1169,1.7,1.55,1,1.73
1170,1.74,1.64,1,1.77
1171,1.73,1.7,0,1.69
1172,1.72,1.72,1,1.78
1173,1.8,1.63,0,1.66
1174,1.7,1.64,1,1.74
1175,1.79,1.6,1,1.74
1176,1.68,1.62,0,1.64
1177,1.69,1.62,0,1.64
1178,1.69,1.6,1,1.73
1179,1.72,1.62,1,1.75
1180,1.76,1.55,1,1.74
1181,1.7,1.65,0,1.62
1182,1.67,1.57,1,1.71
1183,1.72,1.62,0,1.65
1184,1.74,1.61,1,1.74
1185,1.75,1.63,0,1.67
1186,1.73,1.64,0,1.66
1187,1.73,1.48,1,1.72
1188,1.75,1.54,1,1.74
1189,1.72,1.63,1,1.74
1190,1.72,1.63,1,1.74
1191,1.75,1.63,0,1.66
1192,1.73,1.63,1,1.77
1193,1.7,1.59,1,1.73
1194,1.65,1.58,0,1.63
1195,1.79,1.65,0,1.66
1196,1.75,1.66,0,1.65
1197,1.69,1.61,0,1.64
1198,1.69,1.65,1,1.75
1199,1.77,1.56,1,1.75
1200,1.75,1.69,1,1.76
1201,1.68,1.67,1,1.75
1202,1.78,1.68,1,1.76
1203,1.81,1.7,0,1.7
1204,1.63,1.63,0,1.62
1205,1.66,1.75,1,1.75
1206,1.7,1.55,0,1.61
1207,1.78,1.63,0,1.65
1208,1.78,1.65,1,1.78
1209,1.73,1.7,1,1.76
1210,1.74,1.61,0,1.64
1211,1.69,1.64,1,1.73
1212,1.75,1.65,0,1.66
1213,1.77,1.6,0,1.65
1214,1.77,1.59,1,1.77
1215,1.78,1.61,1,1.76
1216,1.64,1.65,0,1.64
1217,1.67,1.61,1,1.71
1218,1.69,1.57,1,1.72
1219,1.74,1.62,1,1.74
1220,1.65,1.59,1,1.72
1221,1.7,1.64,1,1.74
1222,1.68,1.61,1,1.73
1223,1.8,1.59,1,1.75
1224,1.66,1.64,1,1.72
1225,1.66,1.47,1,1.69
1226,1.69,1.67,1,1.75
1227,1.73,1.57,0,1.64
1228,1.74,1.63,1,1.75
1229,1.71,1.65,1,1.74
1230,1.7,1.58,1,1.73
1231,1.76,1.69,1,1.79
1232,1.81,1.61,1,1.77
1233,1.75,1.64,0,1.65
1234,1.78,1.61,0,1.66
1235,1.66,1.62,0,1.64
1236,1.68,1.55,1,1.72
1237,1.79,1.64,1,1.77
1238,1.75,1.63,0,1.66
1239,1.71,1.63,1,1.74
1240,1.86,1.61,1,1.81
1241,1.74,1.63,0,1.65
1242,1.78,1.59,0,1.64
1243,1.7,1.62,1,1.75
1244,1.73,1.61,1,1.75
1245,1.76,1.62,1,1.76
1246,1.75,1.66,1,1.77
1247,1.77,1.64,0,1.66
1248,1.81,1.6,0,1.67
1249,1.74,1.59,1,1.74
1250,1.79,1.54,1,1.75
1251,1.71,1.69,0,1.68
1252,1.73,1.62,1,1.74
1253,1.66,1.64,1,1.73
1254,1.78,1.57,1,1.74
1255,1.69,1.61,1,1.75
1256,1.88,1.72,0,1.7
1257,1.7,1.66,1,1.75
1258,1.72,1.59,1,1.74
1259,1.64,1.63,0,1.66
1260,1.88,1.52,1,1.75
1261,1.85,1.7,1,1.8
1262,1.76,1.68,0,1.66
1263,1.69,1.6,1,1.73
1264,1.7,1.6,0,1.63
1265,1.7,1.59,0,1.62
1266,1.75,1.67,1,1.75
1267,1.69,1.66,1,1.73
1268,1.69,1.61,0,1.63
1269,1.72,1.5,1,1.72
1270,1.71,1.56,1,1.73
1271,1.71,1.64,1,1.74
1272,1.71,1.55,0,1.62
1273,1.8,1.61,0,1.66
1274,1.75,1.61,1,1.74
1275,1.69,1.62,1,1.72
1276,1.7,1.62,1,1.74
1277,1.84,1.62,1,1.78
1278,1.77,1.59,0,1.65
1279,1.72,1.58,0,1.65
1280,1.71,1.59,1,1.76
1281,1.73,1.69,0,1.67
1282,1.73,1.68,1,1.77
1283,1.68,1.62,1,1.73
1284,1.65,1.62,1,1.73
1285,1.68,1.62,1,1.73
1286,1.69,1.64,0,1.65
1287,1.73,1.69,0,1.66
1288,1.72,1.67,1,1.76
1289,1.8,1.59,0,1.66
1290,1.77,1.7,0,1.68
1291,1.72,1.66,0,1.66
1292,1.69,1.58,0,1.64
1293,1.77,1.64,0,1.65
1294,1.83,1.63,0,1.68
1295,1.71,1.68,1,1.76
1296,1.68,1.64,1,1.73
1297,1.69,1.61,0,1.64
1298,1.72,1.65,0,1.65
1299,1.67,1.63,1,1.73
1300,1.76,1.61,0,1.64
1301,1.77,1.62,0,1.67
1302,1.77,1.61,0,1.65
1303,1.73,1.61,0,1.66
1304,1.68,1.62,1,1.73
1305,1.73,1.61,1,1.75
1306,1.72,1.67,1,1.77
1307,1.73,1.7,0,1.66
1308,1.78,1.6,1,1.77
1309,1.72,1.6,1,1.74
1310,1.72,1.68,1,1.76
1311,1.72,1.64,0,1.66
1312,1.75,1.68,0,1.66
1313,1.68,1.57,1,1.73
1314,1.76,1.69,0,1.67
1315,1.68,1.64,1,1.72
1316,1.71,1.63,0,1.64
1317,1.8,1.66,1,1.77
1318,1.74,1.53,0,1.62
1319,1.75,1.52,1,1.72
1320,1.71,1.61,1,1.73
1321,1.68,1.56,1,1.72
1322,1.79,1.65,0,1.67
1323,1.8,1.72,1,1.76
1324,1.65,1.64,0,1.62
1325,1.75,1.62,1,1.76
1326,1.79,1.65,1,1.77
1327,1.74,1.59,1,1.73
1328,1.76,1.63,0,1.64
1329,1.71,1.64,1,1.73
1330,1.77,1.66,1,1.77
1331,1.68,1.63,0,1.65
1332,1.73,1.6,1,1.72
1333,1.71,1.69,1,1.76
1334,1.73,1.58,0,1.64
1335,1.71,1.62,0,1.63
1336,1.74,1.57,0,1.63
1337,1.79,1.64,0,1.67
1338,1.75,1.71,0,1.67
1339,1.73,1.56,1,1.73
1340,1.75,1.57,0,1.65
1341,1.67,1.67,0,1.67
1342,1.74,1.64,0,1.65
1343,1.74,1.74,0,1.69
1344,1.82,1.67,1,1.78
1345,1.73,1.58,1,1.74
1346,1.7,1.62,0,1.64
1347,1.8,1.66,1,1.76
1348,1.74,1.67,1,1.76
1349,1.7,1.6,1,1.72
1350,1.77,1.66,0,1.66
1351,1.74,1.6,0,1.64
1352,1.81,1.6,1,1.77
1353,1.69,1.66,0,1.65
1354,1.78,1.62,0,1.65
1355,1.79,1.6,1,1.76
1356,1.71,1.51,0,1.61
1357,1.75,1.63,0,1.66
1358,1.79,1.64,1,1.75
1359,1.72,1.62,0,1.64
1360,1.72,1.62,1,1.76
1361,1.72,1.67,1,1.75
1362,1.75,1.57,1,1.74
1363,1.71,1.7,0,1.69
1364,1.7,1.62,0,1.66
1365,1.68,1.67,0,1.66
1366,1.79,1.55,1,1.74
1367,1.7,1.69,0,1.67
1368,1.8,1.65,1,1.76
1369,1.7,1.61,1,1.75
1370,1.8,1.57,0,1.64
1371,1.72,1.66,0,1.67
1372,1.77,1.63,0,1.65
1373,1.68,1.59,0,1.62
1374,1.69,1.62,0,1.64
1375,1.73,1.56,0,1.62
1376,1.76,1.62,1,1.76
1377,1.73,1.61,0,1.65
1378,1.66,1.58,1,1.72
1379,1.7,1.63,1,1.74
1380,1.77,1.69,1,1.79
1381,1.73,1.63,1,1.76
1382,1.81,1.6,1,1.76
1383,1.64,1.63,1,1.73
1384,1.75,1.66,1,1.74
1385,1.72,1.64,1,1.75
1386,1.82,1.6,1,1.78
1387,1.77,1.68,0,1.68
1388,1.83,1.59,0,1.64
1389,1.67,1.57,0,1.62
1390,1.76,1.64,0,1.67
1391,1.64,1.62,1,1.71
1392,1.74,1.62,0,1.64
1393,1.81,1.66,1,1.78
1394,1.72,1.66,0,1.66
1395,1.69,1.62,1,1.73
1396,1.76,1.55,1,1.75
1397,1.81,1.59,1,1.76
1398,1.65,1.65,1,1.74
1399,1.68,1.61,1,1.73
1400,1.72,1.59,1,1.74
1401,1.68,1.62,1,1.74
1402,1.72,1.59,1,1.76
1403,1.67,1.61,1,1.71
1404,1.69,1.63,1,1.75
1405,1.73,1.61,1,1.76
1406,1.7,1.55,1,1.72
1407,1.71,1.66,1,1.75
1408,1.69,1.53,1,1.72
1409,1.75,1.64,1,1.74
1410,1.82,1.65,1,1.79
1411,1.78,1.62,0,1.65
1412,1.78,1.55,1,1.74
1413,1.82,1.68,0,1.7
1414,1.68,1.62,0,1.65
1415,1.73,1.65,1,1.75
1416,1.68,1.54,1,1.72
1417,1.69,1.64,1,1.75
1418,1.75,1.56,0,1.64
1419,1.83,1.55,0,1.66
1420,1.7,1.67,1,1.76
1421,1.73,1.7,0,1.68
1422,1.83,1.62,1,1.77
1423,1.7,1.67,1,1.75
1424,1.72,1.64,1,1.76
1425,1.75,1.62,0,1.64
1426,1.75,1.61,0,1.66
1427,1.82,1.6,1,1.76
1428,1.75,1.73,0,1.67
1429,1.67,1.54,0,1.61
1430,1.76,1.64,1,1.76
1431,1.71,1.62,1,1.76
1432,1.73,1.57,1,1.76
1433,1.73,1.65,0,1.68
1434,1.77,1.66,1,1.76
1435,1.71,1.67,0,1.65
1436,1.7,1.62,0,1.63
1437,1.72,1.62,1,1.73
1438,1.79,1.72,0,1.69
1439,1.7,1.62,0,1.62
1440,1.74,1.62,1,1.75
1441,1.76,1.73,1,1.78
1442,1.7,1.66,1,1.73
1443,1.72,1.66,0,1.66
1444,1.69,1.64,1,1.75
1445,1.74,1.65,0,1.65
1446,1.71,1.61,0,1.64
1447,1.76,1.61,1,1.75
1448,1.72,1.7,1,1.77
1449,1.75,1.67,1,1.75
1450,1.68,1.55,0,1.62
1451,1.82,1.61,0,1.67
1452,1.83,1.62,0,1.68
1453,1.74,1.65,1,1.76
1454,1.7,1.69,0,1.67
1455,1.65,1.6,0,1.63
1456,1.73,1.66,1,1.76
1457,1.65,1.6,0,1.61
1458,1.71,1.65,0,1.65
1459,1.79,1.66,1,1.77
1460,1.83,1.62,1,1.78
1461,1.77,1.68,0,1.68
1462,1.86,1.6,1,1.78
1463,1.69,1.69,1,1.76
1464,1.67,1.45,0,1.59
1465,1.76,1.66,1,1.76
1466,1.68,1.62,0,1.63
1467,1.72,1.6,0,1.64
1468,1.77,1.6,0,1.66
1469,1.71,1.67,1,1.75
1470,1.7,1.59,0,1.63
1471,1.78,1.59,0,1.64
1472,1.78,1.61,1,1.76
1473,1.65,1.58,0,1.61
1474,1.74,1.63,0,1.67
1475,1.64,1.58,0,1.62
1476,1.7,1.59,1,1.73
1477,1.77,1.62,1,1.77
1478,1.79,1.67,0,1.67
1479,1.83,1.57,1,1.78
1480,1.74,1.63,1,1.74
1481,1.73,1.68,1,1.77
1482,1.72,1.65,0,1.66
1483,1.7,1.64,0,1.66
1484,1.72,1.56,0,1.64
1485,1.78,1.59,1,1.76
1486,1.74,1.61,1,1.75
1487,1.7,1.65,0,1.66
1488,1.75,1.64,0,1.65
1489,1.67,1.56,0,1.63
1490,1.81,1.6,1,1.76
1491,1.77,1.64,1,1.78
1492,1.76,1.75,1,1.8
1493,1.81,1.6,1,1.76
1494,1.73,1.59,1,1.72
1495,1.77,1.69,1,1.78
1496,1.77,1.59,0,1.66
1497,1.66,1.62,1,1.73
1498,1.71,1.68,0,1.67
1499,1.67,1.56,0,1.62
1500,1.74,1.64,1,1.74
1501,1.77,1.65,0,1.66
1502,1.74,1.73,1,1.78
1503,1.68,1.52,1,1.71
1504,1.75,1.62,1,1.76
1505,1.69,1.66,1,1.74
1506,1.8,1.7,1,1.78
1507,1.74,1.65,1,1.77
1508,1.74,1.57,0,1.65
1509,1.76,1.63,0,1.66
1510,1.75,1.63,1,1.76
1511,1.73,1.55,1,1.73
1512,1.76,1.65,0,1.68
1513,1.72,1.6,1,1.73
1514,1.71,1.68,0,1.64
1515,1.75,1.72,0,1.68
1516,1.75,1.65,1,1.77
1517,1.71,1.59,1,1.74
1518,1.73,1.58,1,1.74
1519,1.68,1.54,1,1.73
1520,1.71,1.61,0,1.65
1521,1.72,1.59,1,1.73
1522,1.74,1.66,1,1.78
1523,1.71,1.67,1,1.75
1524,1.73,1.64,1,1.74
1525,1.83,1.63,1,1.79
1526,1.71,1.64,1,1.74
1527,1.77,1.61,0,1.67
1528,1.7,1.63,0,1.64
1529,1.74,1.58,0,1.65
1530,1.63,1.63,1,1.74
1531,1.68,1.59,1,1.72
1532,1.74,1.69,1,1.78
1533,1.74,1.58,0,1.65
1534,1.6,1.57,1,1.7
1535,1.73,1.65,0,1.65
1536,1.76,1.61,0,1.65
1537,1.8,1.65,0,1.67
1538,1.78,1.63,1,1.77
1539,1.68,1.66,1,1.71
1540,1.83,1.66,0,1.69
1541,1.71,1.69,0,1.67
1542,1.76,1.6,1,1.76
1543,1.71,1.65,1,1.76
1544,1.77,1.6,0,1.66
1545,1.71,1.66,0,1.64
1546,1.74,1.6,0,1.64
1547,1.74,1.65,0,1.66
1548,1.7,1.64,0,1.65
1549,1.73,1.7,1,1.77
1550,1.76,1.71,1,1.79
1551,1.74,1.56,1,1.75
1552,1.68,1.63,1,1.74
1553,1.66,1.66,0,1.66
1554,1.68,1.62,1,1.75
1555,1.73,1.54,1,1.73
1556,1.7,1.61,0,1.65
1557,1.71,1.64,1,1.74
1558,1.65,1.64,1,1.75
1559,1.75,1.68,0,1.66
1560,1.81,1.68,1,1.77
1561,1.67,1.64,0,1.64
1562,1.74,1.62,1,1.76
1563,1.7,1.52,1,1.72
1564,1.66,1.7,0,1.65
1565,1.71,1.59,1,1.75
1566,1.69,1.68,1,1.74
1567,1.78,1.63,0,1.66
1568,1.74,1.66,1,1.76
1569,1.63,1.61,0,1.62
1570,1.72,1.58,0,1.63
1571,1.74,1.53,1,1.72
1572,1.82,1.59,1,1.78
1573,1.64,1.58,0,1.62
1574,1.75,1.6,0,1.63
1575,1.78,1.68,0,1.68
1576,1.79,1.64,0,1.66
1577,1.66,1.73,1,1.76
1578,1.78,1.61,1,1.76
1579,1.71,1.7,1,1.75
1580,1.66,1.59,0,1.63
1581,1.75,1.69,0,1.67
1582,1.72,1.64,1,1.75
1583,1.73,1.58,0,1.63
1584,1.72,1.67,1,1.77
1585,1.7,1.65,0,1.65
1586,1.71,1.71,0,1.67
1587,1.75,1.63,1,1.75
1588,1.83,1.62,1,1.78
1589,1.67,1.68,1,1.75
1590,1.78,1.69,0,1.68
1591,1.75,1.68,0,1.66
1592,1.83,1.52,0,1.62
1593,1.81,1.52,1,1.76
1594,1.69,1.61,1,1.73
1595,1.66,1.61,0,1.64
1596,1.77,1.59,0,1.63
1597,1.73,1.58,0,1.61
1598,1.74,1.69,0,1.68
1599,1.68,1.65,0,1.67
1600,1.73,1.56,0,1.63
1601,1.74,1.6,0,1.64
1602,1.8,1.7,0,1.67
1603,1.73,1.61,0,1.63
1604,1.74,1.57,1,1.75
1605,1.72,1.71,1,1.76
1606,1.84,1.65,1,1.81
1607,1.74,1.63,0,1.66
1608,1.76,1.7,1,1.77
1609,1.74,1.67,1,1.76
1610,1.74,1.59,0,1.62
1611,1.72,1.64,1,1.73
1612,1.74,1.64,1,1.74
1613,1.78,1.61,0,1.65
1614,1.69,1.6,0,1.63
1615,1.75,1.63,1,1.76
1616,1.75,1.67,1,1.75
1617,1.78,1.56,1,1.74
1618,1.81,1.64,0,1.67
1619,1.74,1.69,0,1.67
1620,1.69,1.54,1,1.7
1621,1.74,1.62,1,1.75
1622,1.79,1.66,0,1.67
1623,1.78,1.6,1,1.76
1624,1.89,1.62,1,1.8
1625,1.68,1.62,1,1.74
1626,1.8,1.73,1,1.79
1627,1.77,1.61,0,1.64
1628,1.76,1.53,1,1.72
1629,1.76,1.68,1,1.76
1630,1.71,1.64,1,1.75
1631,1.73,1.57,1,1.73
1632,1.79,1.63,1,1.77
1633,1.77,1.65,1,1.78
1634,1.7,1.63,0,1.64
1635,1.68,1.67,1,1.73
1636,1.7,1.65,1,1.76
1637,1.74,1.6,1,1.76
1638,1.7,1.62,1,1.76
1639,1.8,1.69,0,1.69
1640,1.8,1.59,0,1.66
1641,1.72,1.67,0,1.66
1642,1.81,1.7,1,1.8
1643,1.77,1.66,1,1.78
1644,1.73,1.59,0,1.62
1645,1.71,1.69,0,1.67
1646,1.75,1.65,0,1.65
1647,1.65,1.51,1,1.71
1648,1.83,1.66,0,1.68
1649,1.72,1.66,0,1.65
1650,1.7,1.66,0,1.65
1651,1.66,1.6,1,1.72
1652,1.66,1.71,0,1.66
1653,1.8,1.53,1,1.74
1654,1.76,1.72,0,1.68
1655,1.76,1.66,0,1.68
1656,1.74,1.64,0,1.64
1657,1.73,1.67,1,1.75
1658,1.79,1.66,0,1.67
1659,1.75,1.6,1,1.76
1660,1.81,1.65,1,1.79
1661,1.83,1.55,0,1.65
1662,1.75,1.65,1,1.76
1663,1.72,1.6,1,1.73
1664,1.8,1.53,0,1.63
1665,1.76,1.55,0,1.65
1666,1.72,1.65,0,1.67
1667,1.68,1.65,0,1.64
1668,1.69,1.65,1,1.73
1669,1.74,1.63,0,1.66
1670,1.76,1.58,0,1.64
1671,1.8,1.58,1,1.79
1672,1.78,1.74,1,1.77
1673,1.71,1.54,0,1.62
1674,1.7,1.6,1,1.73
1675,1.64,1.56,0,1.6
1676,1.77,1.67,1,1.76
1677,1.78,1.67,0,1.65
1678,1.7,1.7,1,1.76
1679,1.68,1.66,0,1.65
1680,1.7,1.59,1,1.72
1681,1.81,1.69,0,1.68
1682,1.68,1.65,0,1.65
1683,1.68,1.59,0,1.64
1684,1.8,1.6,1,1.77
1685,1.64,1.69,0,1.64
1686,1.71,1.56,1,1.75
1687,1.79,1.66,1,1.77
1688,1.66,1.64,0,1.64
1689,1.74,1.64,1,1.76
1690,1.74,1.58,1,1.75
1691,1.74,1.54,0,1.62
1692,1.73,1.71,1,1.78
1693,1.81,1.59,0,1.65
1694,1.79,1.65,1,1.77
1695,1.76,1.59,1,1.74
1696,1.72,1.62,0,1.63
1697,1.71,1.64,1,1.75
1698,1.73,1.59,1,1.76
1699,1.71,1.58,1,1.72
1700,1.77,1.57,1,1.73
